id_gen	symbol	log2FC_CRC_vs_Normal	adj-p-value_CRC_vs_Normal	vias_reactome	BP	MF	CC
ENSG00000133657	ATP13A3	0.04917437163492444	0.6080519000414047		monoatomic cation transmembrane transport, putrescine transport, polyamine transmembrane transport, intracellular calcium ion homeostasis	ATP hydrolysis activity, ATPase-coupled monoatomic cation transmembrane transporter activity, ABC-type putrescine transporter activity, P-type transmembrane transporter activity, polyamine transmembrane transporter activity, ATP binding, metal ion binding	recycling endosome membrane, late endosome membrane, membrane, early endosome membrane
ENSG00000188529	SRSF10	-0.05380471185197466	0.6081211478915516	Processing of Capped Intron-Containing Pre-mRNA, mRNA Splicing - Major Pathway, mRNA Splicing, Metabolism of RNA	mRNA splice site recognition, spliceosomal tri-snRNP complex assembly, negative regulation of mRNA splicing, via spliceosome, mRNA splicing, via spliceosome, cytosolic transport, regulation of DNA-templated transcription, regulation of mRNA splicing, via spliceosome, RNA splicing, via transesterification reactions	protein binding, RNA binding, unfolded protein binding, RS domain binding	dendrite, axon terminus, cytosol, nuclear speck, nucleoplasm, neuronal cell body, cytoplasm, nucleus
ENSG00000227345	PARG	-0.0607383034607083	0.6081211478915516	Base Excision Repair, DNA Repair, Resolution of Abasic Sites (AP sites), POLB-Dependent Long Patch Base Excision Repair, Resolution of AP sites via the multiple-nucleotide patch replacement pathway	carbohydrate metabolic process, ATP generation from poly-ADP-D-ribose, regulation of DNA repair, nucleotide-sugar metabolic process, base-excision repair, gap-filling	protein binding, poly(ADP-ribose) glycohydrolase activity	mitochondrial matrix, cytosol, nucleoplasm, cytoplasm, intracellular membrane-bounded organelle, nucleus
ENSG00000291145	PPP5D1P	0.06060937616964601	0.6081211478915516				
ENSG00000281398	SNHG4	-0.055700232445322406	0.6081211478915516				
ENSG00000165555	NOXRED1	0.06794248507733869	0.6081211478915516		L-proline biosynthetic process, biological_process	molecular_function, pyrroline-5-carboxylate reductase activity	
ENSG00000143614	GATAD2B	0.06311403084095613	0.6081211478915516	Positive epigenetic regulation of rRNA expression, Regulation of PTEN gene transcription, Potential therapeutics for SARS, PIP3 activates AKT signaling, HDACs deacetylate histones, Disease, Intracellular signaling by second messengers, Gene expression (Transcription), Epigenetic regulation of gene expression, ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression, Generic Transcription Pathway, RNA Polymerase I Transcription Initiation, SARS-CoV Infections, Chromatin modifying enzymes, Regulation of TP53 Activity through Acetylation, RNA Polymerase I Promoter Clearance, RNA Polymerase II Transcription, Viral Infection Pathways, Chromatin organization, Transcriptional Regulation by TP53, Signal Transduction, Regulation of TP53 Activity, RNA Polymerase I Transcription, PTEN Regulation, Infectious disease	regulation of stem cell differentiation, negative regulation of transcription by RNA polymerase II, positive regulation of DNA-templated transcription, regulation of cell fate specification, histone deacetylation, chromatin remodeling, negative regulation of DNA-templated transcription	sequence-specific DNA binding, protein binding, nucleosomal DNA binding, zinc ion binding	nuclear speck, nucleoplasm, NuRD complex, chromosome, telomeric region, nucleus, chromatin, protein-containing complex
ENSG00000106299	WASL	-0.045044657527443466	0.6083806241895188	Immune System, Clathrin-mediated endocytosis, Leishmania infection, Metabolism, RHOJ GTPase cycle, EPH-Ephrin signaling, RHO GTPase cycle, NOSTRIN mediated eNOS trafficking, Disease, Nephrin family interactions, DCC mediated attractive signaling, EPHB-mediated forward signaling, RHOV GTPase cycle, RHO GTPase Effectors, Signaling by Rho GTPases, Vesicle-mediated transport, Regulation of actin dynamics for phagocytic cup formation, Fcgamma receptor (FCGR) dependent phagocytosis, RAC1 GTPase cycle, FCGR3A-mediated phagocytosis, Developmental Biology, Membrane Trafficking, RHO GTPases Activate WASPs and WAVEs, CDC42 GTPase cycle, Metabolism of nitric oxide: NOS3 activation and regulation, Parasitic Infection Pathways, Cell-Cell communication, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Axon guidance, Signal Transduction, Leishmania phagocytosis, Parasite infection, RHOQ GTPase cycle, Netrin-1 signaling, Nervous system development, Infectious disease, Innate Immune System	vesicle organization, regulation of postsynapse organization, actin filament polymerization, cell division, negative regulation of membrane tubulation, response to bacterium, positive regulation of filopodium assembly, regulation of protein localization, positive regulation of transcription by RNA polymerase II, spindle localization, dendritic spine morphogenesis, vesicle budding from membrane, positive regulation of clathrin-dependent endocytosis, protein-containing complex assembly, actin polymerization or depolymerization, protein-containing complex localization, negative regulation of lymphocyte migration, vesicle transport along actin filament	actin binding, protein binding, microtubule binding, GTPase regulator activity	extracellular exosome, endoplasmic reticulum membrane, cytosol, actin cap, endocytic vesicle membrane, cytoplasm, glutamatergic synapse, plasma membrane, nucleus, actin cytoskeleton, lamellipodium, cytoplasmic vesicle
ENSG00000163141	BNIPL	-0.04481375939272425	0.6083806241895188		apoptotic process, regulation of growth rate, negative regulation of cell population proliferation	identical protein binding, protein binding	nucleus, cytoplasm, cytosol
ENSG00000186895	FGF3	0.05318278021039635	0.6089935696987264	FRS-mediated FGFR2 signaling, Downstream signaling of activated FGFR2, Signaling by Insulin receptor, Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R), PIP3 activates AKT signaling, Phospholipase C-mediated cascade; FGFR2, Disease, Diseases of signal transduction by growth factor receptors and second messengers, IRS-related events triggered by IGF1R, Signaling by FGFR in disease, FGFR2 mutant receptor activation, PI3K/AKT Signaling in Cancer, Activated point mutants of FGFR2, PI-3K cascade:FGFR1, IRS-mediated signalling, Negative regulation of FGFR1 signaling, Intracellular signaling by second messengers, Signaling by FGFR2 in disease, RAF/MAP kinase cascade, Downstream signaling of activated FGFR1, Insulin receptor signalling cascade, IGF1R signaling cascade, SHC-mediated cascade:FGFR2, PI3K Cascade, Phospholipase C-mediated cascade: FGFR1, Signaling by FGFR, MAPK1/MAPK3 signaling, Signaling by Receptor Tyrosine Kinases, Negative regulation of FGFR2 signaling, FGFRL1 modulation of FGFR1 signaling, Constitutive Signaling by Aberrant PI3K in Cancer, PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling, PI-3K cascade:FGFR2, FGFR1 ligand binding and activation, Signaling by FGFR1, Negative regulation of the PI3K/AKT network, MAPK family signaling cascades, Signal Transduction, FGFR1b ligand binding and activation, FGFR2 ligand binding and activation, SHC-mediated cascade:FGFR1, Signaling by FGFR2, FGFR2b ligand binding and activation, FRS-mediated FGFR1 signaling	positive regulation of gene expression, anatomical structure morphogenesis, positive regulation of cell population proliferation, negative regulation of cardiac muscle tissue development, cell-cell signaling, positive regulation of protein phosphorylation, fibroblast growth factor receptor signaling pathway, regulation of cell migration, positive regulation of cell division, animal organ morphogenesis, cell differentiation, signal transduction	protein binding, growth factor activity, fibroblast growth factor receptor binding	cytoplasm, extracellular region, extracellular space
ENSG00000163286	ALPG	-0.044909704125156935	0.609623252542059	Metabolism of proteins, Post-translational modification: synthesis of GPI-anchored proteins, Post-translational protein modification		alkaline phosphatase activity, metal ion binding	plasma membrane, extracellular region, side of membrane
ENSG00000100852	ARHGAP5	0.03133487644158084	0.6098540057476031	RHOA GTPase cycle, RHOD GTPase cycle, RHOG GTPase cycle, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHOB GTPase cycle, Signal Transduction, Signaling by Rho GTPases, RAC1 GTPase cycle, RAC3 GTPase cycle, RHOJ GTPase cycle, RHOQ GTPase cycle, RHOF GTPase cycle, CDC42 GTPase cycle, RND3 GTPase cycle, RND2 GTPase cycle, RHO GTPase cycle, RHOC GTPase cycle, RND1 GTPase cycle	regulation of small GTPase mediated signal transduction, regulation of cell size, positive regulation of mesenchymal cell proliferation, Rho protein signal transduction, cell adhesion, mammary gland development, positive regulation of epithelial cell migration, epithelial cell migration	protein binding, SH2 domain binding, GTPase activator activity, GTPase activity, GTP binding	plasma membrane, endoplasmic reticulum, cytoplasm, cytosol
ENSG00000168646	AXIN2	-0.033569259406863505	0.610324522562114	Deubiquitination, Degradation of AXIN, Signaling by WNT, Signal Transduction, Metabolism of proteins, Binding of TCF/LEF:CTNNB1 to target gene promoters, Ub-specific processing proteases, Post-translational protein modification, Formation of the beta-catenin:TCF transactivating complex, TCF dependent signaling in response to WNT	odontogenesis, negative regulation of osteoblast differentiation, positive regulation of protein kinase activity, proteasome-mediated ubiquitin-dependent protein catabolic process, positive regulation of epithelial to mesenchymal transition, regulation of extracellular matrix organization, intramembranous ossification, somitogenesis, positive regulation of fat cell differentiation, cell development, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, bone mineralization, positive regulation of protein phosphorylation, negative regulation of canonical Wnt signaling pathway, chondrocyte differentiation involved in endochondral bone morphogenesis, Wnt signaling pathway, secondary heart field specification, negative regulation of osteoblast proliferation, osteoblast proliferation, protein localization, regulation of chondrocyte development, aortic valve morphogenesis, mRNA stabilization, cellular response to dexamethasone stimulus, mitral valve morphogenesis, maintenance of DNA repeat elements, stem cell proliferation, regulation of centromeric sister chromatid cohesion, osteoblast differentiation, negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification, regulation of mismatch repair	protein binding, ubiquitin protein ligase binding, I-SMAD binding, beta-catenin binding, enzyme binding, protein kinase binding, molecular adaptor activity	cytosol, beta-catenin destruction complex, cytoplasm, centrosome, plasma membrane, nucleus
ENSG00000215193	PEX26	0.06808927094033468	0.610324522562114	Class I peroxisomal membrane protein import, Protein localization, Peroxisomal protein import	protein import into peroxisome matrix, protein to membrane docking, protein import into peroxisome membrane	protein binding, protein-membrane adaptor activity, ATPase binding, protein-containing complex binding	peroxisomal membrane, peroxisome, cytosol
ENSG00000006638	TBXA2R	0.058903558233263986	0.610324522562114	G alpha (12/13) signalling events, Prostanoid ligand receptors, G alpha (q) signalling events, Eicosanoid ligand-binding receptors, Signal amplification, Thromboxane signalling through TP receptor, GPCR ligand binding, Signal Transduction, Signaling by GPCR, Hemostasis, Platelet activation, signaling and aggregation, Class A/1 (Rhodopsin-like receptors), GPCR downstream signalling	thromboxane A2 signaling pathway, inflammatory response, positive regulation of blood pressure, G protein-coupled receptor signaling pathway, smooth muscle contraction, positive regulation of vasoconstriction, response to testosterone, positive regulation of smooth muscle contraction, cellular response to lipopolysaccharide, response to xenobiotic stimulus, positive regulation of blood coagulation, negative regulation of cell migration involved in sprouting angiogenesis, response to ethanol, positive regulation of cytosolic calcium ion concentration, positive regulation of angiogenesis, response to nutrient, adenylate cyclase-activating G protein-coupled receptor signaling pathway, second-messenger-mediated signaling	thromboxane A2 receptor activity, protein binding, guanyl-nucleotide exchange factor activity	acrosomal vesicle, plasma membrane, nuclear speck
ENSG00000196267	ZNF836	-0.09525166183077083	0.611421072988652		regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II	DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, metal ion binding	
ENSG00000113812	ACTR8	0.04379612980041658	0.611629043880045	Global Genome Nucleotide Excision Repair (GG-NER), Deubiquitination, Nucleotide Excision Repair, Metabolism of proteins, UCH proteinases, DNA Repair, Post-translational protein modification, DNA Damage Recognition in GG-NER	regulation of embryonic development, cell division, double-strand break repair, DNA recombination, positive regulation of DNA repair, positive regulation of DNA-templated transcription, regulation of DNA replication, regulation of chromosome organization, chromatin remodeling, regulation of DNA strand elongation, regulation of cell cycle, regulation of DNA repair, regulation of DNA-templated transcription, positive regulation of telomere maintenance in response to DNA damage, telomere maintenance, cell cycle	protein binding, ATP binding	nucleoplasm, Ino80 complex, nucleus, centrosome
ENSG00000214435	AS3MT	-0.05285583311330577	0.611629043880045	Metabolism, Phase II - Conjugation of compounds, Biological oxidations, Methylation	methylation, toxin metabolic process, arsonoacetate metabolic process	arsenite methyltransferase activity, methylarsonite methyltransferase activity	cytosol
ENSG00000270316	BORCS7-ASMT	-0.05285583311330577	0.611629043880045				
ENSG00000164106	SCRG1	-0.05111232875904426	0.6122275450675395				Golgi apparatus, neuron projection terminus, extracellular space
ENSG00000047457	CP	0.05157838620062449	0.6122492290101786	Metal ion SLC transporters, Metabolism of proteins, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Disease, SLC-mediated transmembrane transport, Defective CP causes aceruloplasminemia (ACERULOP), Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages), Post-translational protein phosphorylation, Iron uptake and transport, Post-translational protein modification, SLC transporter disorders, Transport of bile salts and organic acids, metal ions and amine compounds, Disorders of transmembrane transporters, Transport of small molecules	intracellular iron ion homeostasis, iron ion transport, copper ion transport	oxidoreductase activity, ferroxidase activity, protein-folding chaperone binding, copper ion binding	extracellular exosome, endoplasmic reticulum lumen, extracellular region, extracellular space, blood microparticle, lysosomal membrane, plasma membrane
ENSG00000148411	NACC2	0.044874281217465395	0.613354791998224		negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter, negative regulation of transcription by RNA polymerase II, protein homooligomerization, negative regulation of cell population proliferation, negative regulation of DNA-templated transcription, positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage, protein-containing complex localization	protein binding, protein homodimerization activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, histone deacetylase binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, protein-containing complex binding	nucleus, nucleolus, mitochondrion, chromatin
ENSG00000124370	MCEE	0.04716025277296776	0.6135563272384623	Propionyl-CoA catabolism, Metabolism of lipids, Metabolism, Fatty acid metabolism, Mitochondrial Fatty Acid Beta-Oxidation	L-methylmalonyl-CoA metabolic process, short-chain fatty acid catabolic process	methylmalonyl-CoA epimerase activity, protein binding, metal ion binding	
ENSG00000137496	IL18BP	0.05566178998191251	0.6135563272384623	Immune System, Cytokine Signaling in Immune system, Interleukin-1 family signaling, Signaling by Interleukins, Interleukin-37 signaling, Interleukin-18 signaling	T-helper 1 type immune response, response to lipopolysaccharide, cellular response to tumor necrosis factor, cellular response to hydrogen peroxide	interleukin-18 binding, receptor antagonist activity	extracellular exosome, extracellular region, extracellular space
ENSG00000187068	C3orf70	-0.05654199355176681	0.6135563272384623		nervous system development, circadian behavior		
ENSG00000144580	CNOT9	0.05279497520103993	0.6142898094126231	Transcriptional Regulation by TP53, TP53 Regulates Transcription of Cell Cycle Genes, TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain, Generic Transcription Pathway, Deadenylation of mRNA, Gene expression (Transcription), Metabolism of RNA, Developmental Biology, Deadenylation-dependent mRNA decay, RNA Polymerase II Transcription, Activation of anterior HOX genes in hindbrain development during early embryogenesis, Activation of HOX genes during differentiation	positive regulation of peptidyl-serine phosphorylation, positive regulation of epidermal growth factor receptor signaling pathway, negative regulation of translation, regulatory ncRNA-mediated gene silencing, cytokine-mediated signaling pathway, positive regulation of DNA-templated transcription, negative regulation of intracellular estrogen receptor signaling pathway, nuclear-transcribed mRNA poly(A) tail shortening, sex differentiation	protein binding, kinase binding, protein domain specific binding, protein homodimerization activity, epidermal growth factor receptor binding, nuclear receptor coactivator activity	P-body, CCR4-NOT core complex, CCR4-NOT complex, cytosol, membrane, nucleus, protein-containing complex
ENSG00000236896		-0.05020208486652855	0.6178016274041176				
ENSG00000119865	CNRIP1	-0.055657626710811314	0.6188871394299769			protein binding, type 1 cannabinoid receptor binding	plasma membrane, cytoplasm
ENSG00000182575	NXPH3	0.037139656085653616	0.6188871394299769			signaling receptor binding, molecular_function	
ENSG00000177453	NIM1K	-0.05118114645155858	0.6192525563650496		intracellular signal transduction, protein phosphorylation	protein serine/threonine kinase activity, magnesium ion binding, ATP binding, protein serine kinase activity	
ENSG00000077782	FGFR1	0.03289499175322286	0.6202835854644883	Signaling by activated point mutants of FGFR1, Signaling by Insulin receptor, L1CAM interactions, Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R), NCAM signaling for neurite out-growth, PIP3 activates AKT signaling, Disease, Diseases of signal transduction by growth factor receptors and second messengers, Gastrulation, IRS-related events triggered by IGF1R, Signaling by FGFR1 in disease, Signaling by FGFR in disease, PI3K/AKT Signaling in Cancer, Negative regulation of FGFR1 signaling, Intracellular signaling by second messengers, PI-3K cascade:FGFR1, IRS-mediated signalling, Epithelial-Mesenchymal Transition (EMT) during gastrulation, RAF/MAP kinase cascade, Downstream signaling of activated FGFR1, Insulin receptor signalling cascade, IGF1R signaling cascade, PI3K Cascade, Phospholipase C-mediated cascade: FGFR1, FGFR1c ligand binding and activation, Signaling by FGFR, MAPK1/MAPK3 signaling, Signaling by Receptor Tyrosine Kinases, Developmental Biology, Constitutive Signaling by Aberrant PI3K in Cancer, PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling, FGFR1c and Klotho ligand binding and activation, Signaling by plasma membrane FGFR1 fusions, Signaling by FGFR1 amplification mutants, FGFR1 ligand binding and activation, Signaling by FGFR1, Signal transduction by L1, Negative regulation of the PI3K/AKT network, MAPK family signaling cascades, Axon guidance, Signal Transduction, FGFR1b ligand binding and activation, Formation of paraxial mesoderm, SHC-mediated cascade:FGFR1, FGFR1 mutant receptor activation, Nervous system development, FRS-mediated FGFR1 signaling	positive regulation of kinase activity, transmembrane receptor protein tyrosine kinase signaling pathway, fibroblast growth factor receptor signaling pathway, positive regulation of MAPK cascade, MAPK cascade, positive regulation of blood vessel endothelial cell migration, protein autophosphorylation, positive regulation of protein kinase B signaling, cell migration, positive regulation of cell differentiation, chordate embryonic development, skeletal system development, peptidyl-tyrosine phosphorylation, multicellular organism development, positive regulation of neuron differentiation, neuron migration, protein phosphorylation, skeletal system morphogenesis, positive regulation of vascular endothelial cell proliferation, positive regulation of MAP kinase activity, positive regulation of phosphatidylinositol 3-kinase signaling, regulation of extrinsic apoptotic signaling pathway in absence of ligand, positive regulation of cell population proliferation, phosphatidylinositol-mediated signaling, regulation of cell differentiation, epithelial to mesenchymal transition, positive regulation of phospholipase C activity, positive regulation of endothelial cell chemotaxis to fibroblast growth factor, positive regulation of phospholipase activity	protein binding, fibroblast growth factor binding, protein homodimerization activity, identical protein binding, heparin binding, receptor-receptor interaction, protein tyrosine kinase activity, ATP binding, fibroblast growth factor receptor activity	cytosol, extracellular region, receptor complex, membrane, plasma membrane, nucleus, cytoplasmic vesicle
ENSG00000267680	ZNF224	0.05126715261663106	0.6208520231824601	Gene expression (Transcription), RNA Polymerase II Transcription, Generic Transcription Pathway	negative regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II, negative regulation of DNA-templated transcription	protein binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription repressor activity, RNA polymerase II-specific, metal ion binding, sequence-specific DNA binding	nuclear membrane, nucleoplasm, nucleus, transcription repressor complex
ENSG00000250361	GYPB	-0.04993799563575996	0.6212237538415774	Cell surface interactions at the vascular wall, Hemostasis			plasma membrane, ankyrin-1 complex
ENSG00000151689	INPP1	0.04641869950353339	0.6212237538415774	Metabolism, Synthesis of IP2, IP, and Ins in the cytosol, Inositol phosphate metabolism	phosphate-containing compound metabolic process, phosphatidylinositol phosphate biosynthetic process, signal transduction	protein binding, inositol-1,4-bisphosphate 1-phosphatase activity, inositol-1,3,4-trisphosphate 1-phosphatase activity, metal ion binding	
ENSG00000079246	XRCC5	-0.039369733367982995	0.6212237538415774	HIV Life Cycle, Immune System, DNA Double-Strand Break Repair, IRF3-mediated induction of type I IFN, Early Phase of HIV Life Cycle, Innate Immune System, Nonhomologous End-Joining (NHEJ), STING mediated induction of host immune responses, Cytosolic sensors of pathogen-associated DNA , DNA Repair, Integration of provirus, Neutrophil degranulation, Viral Infection Pathways, HIV Infection, Infectious disease, 2-LTR circle formation, Disease	DNA damage response, regulation of telomere maintenance, innate immune response, DNA recombination, positive regulation of telomerase activity, activation of innate immune response, regulation of smooth muscle cell proliferation, positive regulation of protein kinase activity, DNA duplex unwinding, cellular response to X-ray, positive regulation of neurogenesis, protein localization to chromosome, telomeric region, cellular response to gamma radiation, positive regulation of catalytic activity, negative regulation of t-circle formation, recombinational repair, positive regulation of telomere maintenance via telomerase, double-strand break repair via nonhomologous end joining, hematopoietic stem cell proliferation, cellular response to leukemia inhibitory factor, response to xenobiotic stimulus, hematopoietic stem cell differentiation, negative regulation of DNA-templated transcription, telomere maintenance, neurogenesis, double-strand break repair, small-subunit processome assembly, cellular hyperosmotic salinity response, cellular response to fatty acid	ATP hydrolysis activity, transcription cis-regulatory region binding, protein binding, RNA binding, ubiquitin protein ligase binding, U3 snoRNA binding, ATP-dependent activity, acting on DNA, DNA binding, DNA helicase activity, double-stranded telomeric DNA binding, damaged DNA binding, DNA end binding, ATP binding, protein-containing complex binding, enzyme activator activity, double-stranded DNA binding, 5'-deoxyribose-5-phosphate lyase activity, telomeric DNA binding	secretory granule lumen, ribonucleoprotein complex, Ku70:Ku80 complex, nucleolus, cytosol, extracellular region, nucleoplasm, small-subunit processome, chromosome, telomeric region, membrane, DNA-dependent protein kinase complex, nuclear telomere cap complex, nonhomologous end joining complex, protein-DNA complex, plasma membrane, nucleus, site of DNA damage, protein-containing complex
ENSG00000167291	TBC1D16	-0.04823170204012528	0.6212237538415774	Vesicle-mediated transport, TBC/RABGAPs, Membrane Trafficking, Rab regulation of trafficking	activation of GTPase activity, regulation of receptor recycling, regulation of cilium assembly	protein binding, GTPase activator activity	early endosome, cytosol
ENSG00000070950	RAD18	-0.05506274443617487	0.6212237538415774	DNA Damage Bypass, Recognition of DNA damage by PCNA-containing replication complex, Protein ubiquitination, Metabolism of proteins, E3 ubiquitin ligases ubiquitinate target proteins, DNA Repair, Post-translational protein modification	DNA damage response, positive regulation of chromosome segregation, protein monoubiquitination, DNA repair, postreplication repair, protein autoubiquitination	protein binding, ubiquitin protein ligase binding, identical protein binding, Y-form DNA binding, ubiquitin protein ligase activity, damaged DNA binding, metal ion binding, protein-containing complex binding, single-stranded DNA binding, polyubiquitin modification-dependent protein binding, molecular function inhibitor activity	site of double-strand break, nuclear inclusion body, nucleoplasm, Rad6-Rad18 complex, cytoplasm, centrosome, nuclear body, nucleus, replication fork
ENSG00000204120	GIGYF2	0.042147755497918826	0.6212237538415774		negative regulation of type I interferon-mediated signaling pathway, adult locomotory behavior, spinal cord motor neuron differentiation, mitotic G1 DNA damage checkpoint signaling, homeostasis of number of cells within a tissue, negative regulation of translation, neuromuscular process controlling balance, post-transcriptional gene silencing, musculoskeletal movement, post-embryonic development, negative regulation of translational initiation, mRNA destabilization, insulin-like growth factor receptor signaling pathway, rescue of stalled ribosome, feeding behavior, multicellular organism growth	protein binding, RNA binding, proline-rich region binding, cadherin binding, molecular adaptor activity	perikaryon, cytoplasmic stress granule, Golgi apparatus, proximal dendrite, cytosol, endosome, endoplasmic reticulum, membrane, vesicle, protein-containing complex
ENSG00000229833	PET100	0.06737313220000107	0.6213702944379285				
ENSG00000268400		0.06737313220000107	0.6213702944379285				
ENSG00000283390		0.06737313220000107	0.6213702944379285				
ENSG00000154309	DISP1	0.07659983103575829	0.6229136108947082		peptide transport, diaphragm development, embryonic pattern specification, patched ligand maturation, determination of left/right symmetry, dorsal/ventral pattern formation, smoothened signaling pathway	protein binding, peptide transmembrane transporter activity	
ENSG00000205730	ITPRIPL2	-0.04482060517463715	0.6233188630071484				
ENSG00000176723	ZNF843	-0.04289987287817176	0.6235887986544605			protein binding, metal ion binding	
ENSG00000291153	STAG3L4	-0.04278779816777556	0.623597600386767				
ENSG00000214548	MEG3	-0.05748769719542368	0.6251357251112764		negative regulation of cell growth, miRNA-mediated gene silencing		
ENSG00000145700	ANKRD31	0.04122181208669273	0.6252556575475091		positive regulation of meiotic DNA double-strand break formation, homologous chromosome pairing at meiosis, meiotic DNA double-strand break formation involved in reciprocal meiotic recombination		nucleus, chromatin
ENSG00000175322	ZNF519	-0.03305328067806812	0.6254226163488366	Gene expression (Transcription), RNA Polymerase II Transcription, Generic Transcription Pathway	regulation of transcription by RNA polymerase II, regulation of DNA-templated transcription	DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, metal ion binding	
ENSG00000139151	PLCZ1	-0.0402679907201664	0.6254226163488366	Metabolism, Synthesis of IP3 and IP4 in the cytosol, Inositol phosphate metabolism	positive regulation of cytosolic calcium ion concentration involved in egg activation, lipid catabolic process, egg activation, positive regulation of cytosolic calcium ion concentration, intracellular signal transduction, calcium ion transport	phosphatidylinositol-5-phosphate binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol phospholipase C activity, calcium ion binding, phosphatidylinositol-4,5-bisphosphate binding	nucleolus, perinuclear region of cytoplasm, cytosol, nucleoplasm, sperm head, nucleus, pronucleus
ENSG00000214274	ANG	-0.05513144927505298	0.6259309412002807	Adherens junctions interactions, Gene expression (Transcription), Cell junction organization, Gene Silencing by RNA, Cell-cell junction organization, tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis, Cell-Cell communication	positive regulation of endothelial cell proliferation, innate immune response, activation of protein kinase B activity, positive regulation of phosphorylation, rRNA transcription, homeostatic process, antimicrobial humoral immune response mediated by antimicrobial peptide, diacylglycerol biosynthetic process, ovarian follicle development, cell migration, response to hypoxia, defense response to Gram-positive bacterium, positive regulation of protein secretion, negative regulation of translation, cell communication, oocyte maturation, antibacterial humoral response, actin filament polymerization, negative regulation of smooth muscle cell proliferation, placenta development, angiogenesis, tRNA catabolic process, activation of phospholipase A2 activity, activation of phospholipase C activity, response to hormone	actin binding, RNA nuclease activity, protein binding, copper ion binding, protein homodimerization activity, heparin binding, peptide binding, DNA binding, endonuclease activity, RNA endonuclease activity, signaling receptor binding, rRNA binding	nucleolus, cytosol, extracellular region, extracellular space, basement membrane, neuronal cell body, chromosome, growth cone, angiogenin-PRI complex, nucleus, actin cytoskeleton, cytoplasmic vesicle
ENSG00000147144	CCDC120	-0.05459481000249555	0.6267016371918149		protein localization, microtubule anchoring at centrosome		centriole, growth cone, endosome, centriolar subdistal appendage
ENSG00000213762	ZNF134	-0.08217352570436764	0.626853096696521		negative regulation of transcription by RNA polymerase II, regulation of immune system process, regulation of cytokine production	protein binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, metal ion binding	
ENSG00000290555	LINC00680	0.0461906766368001	0.6301944617362452				
ENSG00000179532	DNHD1	-0.04278606113846273	0.6309892207553772		sperm flagellum assembly, flagellated sperm motility	dynein light intermediate chain binding, minus-end-directed microtubule motor activity, dynein intermediate chain binding, ATP binding	extracellular exosome, sperm flagellum, inner dynein arm
ENSG00000159339	PADI4	-0.04956806930748536	0.6325557318937725	Chromatin organization, Chromatin modifying enzymes	innate immune response, chromatin organization, chromatin remodeling, nucleosome assembly, protein modification process, post-translational protein modification, histone modification, stem cell population maintenance	histone H3R2 arginine deiminase activity, protein binding, histone H3R26 arginine deiminase activity, identical protein binding, calcium ion binding, protein-arginine deiminase activity, histone H3R8 arginine deiminase activity, histone arginine deiminase activity, histone H3R17 arginine deiminase activity	cytosol, nucleoplasm, cytoplasm, nucleus, protein-containing complex
